Id,MSSubClass,MSZoning.FV,MSZoning.RH,MSZoning.RL,MSZoning.RM,LotFrontage,LotArea,Street.Pave,LotShape.IR2,LotShape.IR3,LotShape.Reg,LandContour.HLS,LandContour.Low,LandContour.Lvl,Utilities.NoSeWa,LotConfig.CulDSac,LotConfig.FR2,LotConfig.FR3,LotConfig.Inside,LandSlope.Mod,LandSlope.Sev,Neighborhood.Blueste,Neighborhood.BrDale,Neighborhood.BrkSide,Neighborhood.ClearCr,Neighborhood.CollgCr,Neighborhood.Crawfor,Neighborhood.Edwards,Neighborhood.Gilbert,Neighborhood.IDOTRR,Neighborhood.MeadowV,Neighborhood.Mitchel,Neighborhood.NAmes,Neighborhood.NoRidge,Neighborhood.NPkVill,Neighborhood.NridgHt,Neighborhood.NWAmes,Neighborhood.OldTown,Neighborhood.Sawyer,Neighborhood.SawyerW,Neighborhood.Somerst,Neighborhood.StoneBr,Neighborhood.SWISU,Neighborhood.Timber,Neighborhood.Veenker,Condition1.Feedr,Condition1.Norm,Condition1.PosA,Condition1.PosN,Condition1.RRAe,Condition1.RRAn,Condition1.RRNe,Condition1.RRNn,Condition2.Feedr,Condition2.Norm,Condition2.PosA,Condition2.PosN,Condition2.RRAe,Condition2.RRAn,Condition2.RRNn,BldgType.2fmCon,BldgType.Duplex,BldgType.Twnhs,BldgType.TwnhsE,HouseStyle.1.5Unf,HouseStyle.1Story,HouseStyle.2.5Fin,HouseStyle.2.5Unf,HouseStyle.2Story,HouseStyle.SFoyer,HouseStyle.SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle.Gable,RoofStyle.Gambrel,RoofStyle.Hip,RoofStyle.Mansard,RoofStyle.Shed,RoofMatl.CompShg,RoofMatl.Membran,RoofMatl.Metal,RoofMatl.Roll,RoofMatl.Tar.Grv,RoofMatl.WdShake,RoofMatl.WdShngl,Exterior1st.AsphShn,Exterior1st.BrkComm,Exterior1st.BrkFace,Exterior1st.CBlock,Exterior1st.CemntBd,Exterior1st.HdBoard,Exterior1st.ImStucc,Exterior1st.MetalSd,Exterior1st.Plywood,Exterior1st.Stone,Exterior1st.Stucco,Exterior1st.VinylSd,Exterior1st.Wd.Sdng,Exterior1st.WdShing,Exterior2nd.AsphShn,Exterior2nd.Brk.Cmn,Exterior2nd.BrkFace,Exterior2nd.CBlock,Exterior2nd.CmentBd,Exterior2nd.HdBoard,Exterior2nd.ImStucc,Exterior2nd.MetalSd,Exterior2nd.Other,Exterior2nd.Plywood,Exterior2nd.Stone,Exterior2nd.Stucco,Exterior2nd.VinylSd,Exterior2nd.Wd.Sdng,Exterior2nd.Wd.Shng,MasVnrArea,ExterQual,ExterCond,Foundation.CBlock,Foundation.PConc,Foundation.Slab,Foundation.Stone,Foundation.Wood,BsmtQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating.GasA,Heating.GasW,Heating.Grav,Heating.OthW,Heating.Wall,HeatingQC.Fa,HeatingQC.Gd,HeatingQC.Po,HeatingQC.TA,CentralAir.Y,Electrical.FuseF,Electrical.FuseP,Electrical.Mix,Electrical.SBrkr,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual.Fa,KitchenQual.Gd,KitchenQual.TA,TotRmsAbvGrd,Functional.Maj2,Functional.Min1,Functional.Min2,Functional.Mod,Functional.Sev,Functional.Typ,Fireplaces,GarageArea,GarageQual,PavedDrive.P,PavedDrive.Y,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType.Con,SaleType.ConLD,SaleType.ConLI,SaleType.ConLw,SaleType.CWD,SaleType.New,SaleType.Oth,SaleType.WD,SaleCondition.AdjLand,SaleCondition.Alloca,SaleCondition.Family,SaleCondition.Normal,SaleCondition.Partial,SalePrice
822,20,0,0,0,1,60,6000,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4,1953,1953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,936,936,1,0,0,0,0,0,0,0,1,0,0,0,0,1,936,0,0,936,0,0,1,0,2,1,0,0,1,4,0,0,1,0,0,0,0,576,9,0,1,0,32,112,0,0,0,0,2,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,93000
823,60,0,0,1,0,0,12394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,36,0,0,847,847,1,0,0,0,0,0,0,0,0,1,0,0,0,1,847,886,0,1733,0,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,1,433,9,0,1,100,48,0,0,0,0,0,10,2007,0,0,0,0,0,0,0,1,0,0,1,0,0,225000
824,50,0,0,1,0,60,9900,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1940,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,778,778,1,0,0,0,0,0,0,0,1,1,0,0,0,1,944,545,0,1489,0,0,2,0,3,1,0,0,1,7,0,0,0,0,0,1,1,240,9,0,1,335,0,0,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,139500
825,20,1,0,0,0,81,11216,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2006,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,1489,1489,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1489,0,0,1489,0,0,2,0,3,1,0,1,0,7,0,0,0,0,0,1,1,776,9,0,1,0,140,0,0,0,0,0,6,2006,0,0,0,0,0,1,0,0,0,0,0,0,1,232600
826,20,0,0,1,0,114,14803,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,2007,2008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,816,5,3,0,1,0,0,0,180,1636,0,442,2078,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2084,0,0,2084,1,0,2,0,2,1,0,0,0,7,0,0,0,0,0,1,1,1220,9,0,1,188,45,0,0,0,0,0,6,2008,0,0,0,0,0,1,0,0,0,0,0,0,1,385000
827,45,0,0,0,1,50,6130,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1924,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,784,0,0,784,1,0,0,0,0,0,1,0,0,1,0,0,0,1,784,0,0,784,1,0,1,0,2,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,116,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,109500
828,20,0,0,1,0,65,8529,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2001,2001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,20,0,1434,1454,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1434,0,0,1434,0,0,2,0,3,1,0,1,0,6,0,0,0,0,0,1,1,527,9,0,1,290,39,0,0,0,0,0,4,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,189000
829,60,0,0,1,0,0,28698,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1967,1967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,360,249,764,0,1013,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1160,966,0,2126,0,1,2,1,3,1,0,0,1,7,0,0,1,0,0,0,0,538,9,0,1,486,0,0,0,225,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,185000
830,160,1,0,0,0,24,2544,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,5,2005,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,600,600,1,0,0,0,0,0,0,0,0,1,0,0,0,1,520,623,80,1223,0,0,2,1,2,1,0,1,0,4,0,0,0,0,0,1,0,480,9,0,1,0,166,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,147400
831,20,0,0,1,0,80,11900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1957,1957,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,387,3,3,1,0,0,0,0,0,1040,0,352,1392,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1392,0,0,1392,1,0,1,1,3,1,0,0,1,6,0,0,0,0,0,1,2,458,9,0,1,0,0,0,0,192,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,166000
832,160,1,0,0,0,30,3180,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,5,2005,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,600,600,1,0,0,0,0,0,0,0,0,1,0,0,0,1,520,600,80,1200,0,0,2,1,2,1,0,1,0,4,0,0,0,0,0,1,0,480,9,0,1,0,166,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,151000
833,60,0,0,1,0,44,9548,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,2003,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,223,4,3,0,1,0,0,0,0,483,0,458,941,1,0,0,0,0,0,0,0,0,1,0,0,0,1,941,888,0,1829,1,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,1,613,9,0,1,192,39,0,0,0,0,0,1,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,237000
834,20,0,0,1,0,100,10004,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,1964,1964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,3,3,1,0,0,0,0,0,196,345,975,1516,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1516,0,0,1516,0,0,1,1,3,1,0,0,1,6,0,0,0,0,0,1,0,472,9,0,1,0,0,0,0,152,0,0,2,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,167000
835,20,0,0,1,0,75,7875,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1961,1961,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,136,3,3,1,0,0,0,0,0,572,0,572,1144,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1144,0,0,1144,1,0,1,0,3,1,0,0,1,6,0,0,0,0,0,1,0,456,9,0,1,0,0,0,0,0,0,0,9,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,139950
836,20,0,0,1,0,60,9600,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1950,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,442,0,625,1067,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1067,0,0,1067,0,0,2,0,2,1,0,1,0,4,0,0,1,0,0,0,0,436,9,0,1,290,0,0,0,0,0,0,2,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,128000
837,30,0,0,0,1,90,8100,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1948,1973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,338,0,1221,1559,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1559,0,0,1559,1,0,1,0,2,1,0,0,1,5,0,0,1,0,0,0,0,812,9,0,1,0,116,230,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,153500
838,160,0,0,0,1,21,1680,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,5,1973,1973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158,3,3,1,0,0,0,0,0,330,0,153,483,1,0,0,0,0,0,0,0,1,1,0,0,0,1,483,504,0,987,1,0,1,1,2,1,0,0,1,5,0,0,0,0,0,1,0,264,9,0,1,0,0,0,0,0,0,0,11,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,1.00E+05
839,20,0,0,1,0,75,9525,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1995,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,1099,1099,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1099,0,0,1099,0,0,1,1,3,1,0,1,0,6,0,0,0,0,0,1,0,352,9,0,1,278,0,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,144000
840,50,0,0,1,0,70,11767,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1946,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,352,0,416,768,1,0,0,0,0,0,0,0,0,1,0,0,0,1,768,432,0,1200,0,0,1,0,3,1,0,0,1,6,0,0,0,0,0,1,0,240,9,0,1,0,0,0,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,130500
841,70,0,1,0,0,0,12155,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,1925,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,156,0,516,672,1,0,0,0,0,0,0,0,1,0,0,0,0,1,810,672,0,1482,0,0,2,0,4,1,1,0,0,7,0,0,0,0,0,1,0,400,9,1,0,0,0,254,0,0,0,0,3,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,140000
842,70,0,0,0,1,60,10440,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,1904,2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,650,650,1,0,0,0,0,0,1,0,0,1,0,0,0,1,958,581,0,1539,0,0,2,0,3,1,0,1,0,8,0,0,0,0,0,1,1,686,12,1,0,70,78,68,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,157500
843,80,0,0,1,0,82,9020,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,1966,1966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,3,3,1,0,0,0,0,405,312,539,276,1127,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1165,0,0,1165,1,0,1,1,3,1,0,0,1,6,0,0,0,0,0,1,0,490,16,0,1,0,129,0,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,174900
844,90,0,0,1,0,80,8000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,4,1961,1961,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1800,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1800,0,0,1800,0,0,2,0,6,2,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,141000
845,50,0,0,0,1,100,12665,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1915,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,9,0,0,876,876,1,0,0,0,0,0,1,0,0,1,0,0,0,1,876,540,0,1416,0,0,1,1,4,1,0,0,1,7,0,0,0,0,0,1,1,720,9,0,1,418,0,194,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,153900
846,85,0,0,1,0,0,16647,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1975,1981,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,180,1390,0,0,1390,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1701,0,0,1701,1,0,2,0,3,1,0,0,1,6,0,0,1,0,0,0,2,611,9,0,1,0,0,0,0,0,0,0,1,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,171000
847,60,0,0,1,0,75,9317,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1993,1993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137,4,3,0,1,0,0,0,0,513,0,227,740,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1006,769,0,1775,1,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,1,425,9,0,1,234,72,192,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,213000
848,20,0,0,1,0,36,15523,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1972,1972,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0,72,460,0,404,864,1,0,0,0,0,0,0,0,0,1,0,0,0,1,864,0,0,864,1,0,1,0,3,1,0,0,1,5,0,0,0,0,0,1,1,338,9,0,1,0,0,0,0,0,0,0,8,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,133500
849,50,0,0,1,0,75,45600,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1908,1997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,907,907,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1307,1051,0,2358,0,0,3,0,5,1,0,0,1,10,0,0,0,0,0,1,1,360,6,0,1,486,40,0,0,175,0,0,9,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,240000
850,80,0,0,1,0,80,9600,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,1976,1994,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,360,4,4,1,0,0,0,0,0,0,0,528,528,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1094,761,0,1855,0,0,2,1,3,1,0,0,1,7,0,0,0,0,0,1,1,512,9,0,1,113,100,0,0,0,0,0,8,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,187000
851,120,0,0,0,1,36,4435,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,5,2003,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,4,3,0,1,0,0,0,144,659,0,189,848,1,0,0,0,0,0,0,0,0,1,0,0,0,1,848,0,0,848,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,1,0,420,9,0,1,140,0,0,0,0,0,0,11,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,131500
